"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","damage_grade"
0.215645153457645,-0.0133967906328813,-2.03973749295517,0.549396312022459,1.42316313161403,3.48572526619071,-3.20922475677978,0.416178916754248,1.64391227398414,0.712183480312548,0.60000550490414,0.299093373993903,-0.390753657957464,2
-5.57413146788637,-0.0379878859547846,-1.47157839419335,-0.0789036532269579,1.47425833353637,0.842011721919959,0.489167895938004,-0.235133782680012,-1.2599716017341,-0.318574250710445,0.0314979710843109,0.196432680854639,0.601378998763491,1
-0.00599762193238181,-2.99793542131998,0.372335237100177,1.21966283209631,0.589190643258217,3.19790130532243,-3.27098426454048,-0.687363653080041,1.25776291788661,1.12146760800806,0.314894104447581,0.694223318793739,0.146572501845544,3
-3.93081394646894,1.50653477464223,-0.0560366641563118,-0.481873022899037,-3.40620244241372,-0.0199080989422252,0.575721511860033,-2.24723334185046,0.598739092925273,-0.0875754862531848,-0.141861824991229,-0.472983495667037,-0.149539538951656,1
1.75760989372639,-0.795134450180761,-0.573896770181597,0.225224278477809,-0.419510375530581,2.13807626378851,-0.552227115924627,-2.34160753007376,0.234941261781842,-1.36558601216092,0.061346868210287,-0.398548042882548,0.329227052867793,2
0.664692428113219,0.214385362108923,1.8399045055956,0.413371944234157,0.928354913792916,-0.777687728893659,0.351364774245898,1.52902268203176,-0.410852772864029,-0.448577891726689,-0.70811600890474,-0.127570402840432,-0.531211150397151,3
-4.56371846835657,0.513009626194486,0.0238200049482006,-0.547147718351478,1.92770977255674,0.474073937978675,0.395566106013571,0.905607640213706,-0.0322324312507975,-2.11451553417478,-0.153944152591009,-0.45402326108112,-0.503426770133242,1
1.54380916748933,3.43033995497579,3.15029255614236,-0.554802480987735,-0.416596461383143,0.351361577036929,-1.62540535282441,-0.527013545215242,-0.165420774161032,2.2097160525137,-1.06933892377119,-1.4759311070393,-0.305601829722112,3
1.56034540857565,-1.37559672964661,-1.60009469181033,-4.13044576411644,-2.57051033019938,-0.611789080746973,-1.83430818567512,2.49565767351355,-2.47186967325537,0.2606698035335,-2.47533520139781,2.16021666675762,-1.48982766440729,2
1.39256878790295,0.924280300347918,-1.45693549735706,2.86294086006705,0.502914094183191,-3.58555288560967,-0.887310631426926,-0.246678844358292,1.79942415807635,0.503909555545924,0.644764351186761,-0.850674130646894,0.542213808860845,2
1.08963360611049,0.023295763337307,0.0512961321048646,1.76129288798401,0.807426853820468,-0.217852252352577,0.223654612569209,0.649062905609132,-1.41634626226055,0.00220094164863306,-0.388817098348258,-0.109727358586948,-0.0192137140239726,2
1.39557156919914,3.28173879918219,0.0989062642980848,0.356492308792681,2.39441402379612,-1.98168421199947,-0.709382565008375,-0.676726427083427,0.0149050761237315,0.296569337733333,0.12912054273372,0.989426502330936,0.0400367673162791,3
0.782186587037762,-2.30949659283971,0.567799181130761,-0.15458758279789,0.000129621979124382,0.681074397443932,1.42295781200313,-1.07825139858068,0.555480927190825,0.453409566415019,0.22895304765949,0.705916187316977,0.438464639036459,1
0.358824878469428,-0.255504278882312,0.0401526744457004,-0.0663838697028085,0.34406470468726,0.925103454637326,1.38180597883286,0.742945755289274,0.216136099418894,-0.346997272768327,0.319776520137532,0.135183976410575,-0.0779943138539861,2
