"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","processed_data$damage_grade"
0.195849623395995,-0.0105926205728701,2.23819470104307,-0.006769586383628,-1.38231786245873,-3.67504728511507,2.71321575368805,-1.21490550165444,-1.74130348758984,-0.170051587377124,-0.563486658373825,0.00111195570255221,-0.35369272019896,-0.107385200478684,2
-5.57516161364238,0.0532525767656643,1.3339804800776,0.450635932437483,-1.38198403075559,-0.788195595600973,-0.369722742455155,0.388328163776046,1.35881751193855,0.0915286192350322,-0.1989070814545,-0.0998741000667452,0.412791176511912,-0.0347013595616205,1
-6.77901161737089,-0.22469043339264,2.58039887376035,0.350812932241952,-1.36133900929887,-1.63699782289299,-0.456457743515744,0.980630687692848,2.31185938682597,-1.5536206889265,-0.123943436977678,-1.2847507295898,1.53928658960557,-1.25125676256619,1
-0.0107620185678392,3.02677595441687,0.113914999411844,-1.24495990778966,-0.543613296695489,-3.43984323971231,3.07644625119582,-0.0237171423511996,-1.65771392015804,-0.668529202669767,-0.370603588797278,-0.530631861860349,0.132395136891675,-0.371928872603175,3
-3.93072218707487,-1.39569801892049,-0.00116069646867805,0.508519386162907,3.18272456526812,0.290706877946189,-0.275738974498281,2.28196557564994,-1.01658423960483,0.048456248953106,-0.225005475575791,0.526401792467263,0.0652869675396762,0.979732420243377,1
1.74071522050767,0.847343619887136,0.776907270575212,-0.0313619634931317,0.424060322087193,-2.04330616949876,0.720336333359693,2.24319834809825,-0.3269433576139,1.35893655650615,-0.361838461387423,0.68988482738746,0.310219694650088,0.0551531439875119,2
0.67133951208321,-0.162545103132974,-1.73204994096339,-0.82109869647255,-0.830543185575564,0.71684525313563,-0.397251180396345,-1.39548642240171,0.81350124703428,0.451456969868279,0.619156712032767,0.1782861457487,-0.546266196113114,0.8147940585393,3
-4.57339522397454,-0.475606325514261,-0.20264614157868,0.527681679175461,-1.73112743895922,-0.4371779661921,-0.613430392767316,-0.807797207654734,0.633549294735752,2.02320983952844,0.164912058447915,0.683409652354211,-0.894189658974099,0.751619219183876,1
1.56243593286438,-3.3847387673534,-3.23712777436265,-0.200779993054383,0.386060467047524,-0.629827784936432,1.77620764482957,0.291989566728241,-0.311350907990592,-2.11927462596542,0.947278068870971,1.30454693405882,-0.193715880374589,0.00189873145630262,3
1.55324524382775,1.28965951338378,0.557839959146877,4.53217553641046,2.52581737253556,0.989370843040807,1.71187537919456,-1.88997063452736,2.60567650448883,-0.91355666888978,2.09341158293628,-2.876090752427,-2.890295184263,2.99800647851312,2
1.39899686597735,-1.03216087356371,1.92839575266314,-2.52386366020896,-0.754544393709573,3.55249637480933,0.823468359702206,-0.321526341632561,-1.96204284072559,-0.406804479733504,-0.295100460125163,0.879577504605191,0.313277810882774,-0.405527293777794,2
1.08770251887234,-0.0371599535795038,0.342321449038979,-1.71885757264699,-0.7570017234573,0.187807997192454,-0.12055135913713,-0.434954961183807,1.5730246308324,-0.148353480552627,0.318974313111463,0.00156740327821689,0.150965342554007,-0.214007474776474,2
